CMD:bin/cbp.man traces/web/web_4_trace.gz
 (TAGE 1217581)  (LOOP 3648)  (SC 197568) 
 (TOTAL 1418797 bits 173.192993 KB) 
 TAGE Low Bank Used: 6
 TAGE High Bank Used: 15
 (Hard Branch Table 4559)  (Correlation Table 108576)  (Load Value Correlated Predictor Top 40041) 
 (Load Value Correlated Predictor TOTAL 18.698242 KB) 
 (Hard Branch Table 4559)  (Correlation Table 108576)  (Load Value Correlated Predictor Top 40041) 
 (Load Value Correlated Predictor TOTAL 18.698242 KB) 
[0, 0x80001930], 33554533
5000000 instrs 
[0x4000000a58f8, 0xffff000008081c04], 288224878595667726
[0xaaaaab46838c, 0xffff000008081c04], 288223046076139107
[0xaaaaab46838c, 0xffff000008081c04], 288223046076139107
[0xaaaaab46838c, 0xffff000008081c04], 288223046076139107
[0xaaaaab3257a8, 0xffff000008081c04], 288223046076159763
[0xaaaaab3257a8, 0xffff000008081c04], 288223046076159763
[0x4000000ad128, 0xffff000008081c04], 288224878595667245
[0x4000000a58f8, 0xffff000008081c04], 288224878595667726
[0xaaaaab468bec, 0xffff000008081c04], 288223046076139074
[0x4000000ad128, 0xffff000008081c04], 288224878595667245
[0xaaaaab46d2a8, 0xffff000008081c04], 288223046076138791
[0x4000000ad7d4, 0xffff000008081c04], 288224878595667218
[0xaaaaab462bf4, 0xffff000008081c04], 288223046076139458
[0xaaaaab463258, 0xffff000008081c04], 288223046076139432
[0x4000000ad7c0, 0xffff000008081c04], 288224878595667218
[0x4000000a58f8, 0xffff000008081c04], 288224878595667726
[0xaaaaab462bf4, 0xffff000008081c04], 288223046076139458
[0x4000000ad7d4, 0xffff000008081c04], 288224878595667218
[0x4000000ad7d4, 0xffff000008081c04], 288224878595667218
[0xaaaaab3b2d4c, 0x80000d00], 288227444154110848
10000000 instrs 
[0x4000000a58f8, 0xffff000008081c04], 288224878595667726
[0xaaaaab4b7f5c, 0xffff000008081c04], 288223046076134004
[0xaaaaab4b7f5c, 0xffff000008081c04], 288223046076134004
[0xaaaaab4b8010, 0xffff000008081c04], 288223046076134001
[0xaaaaab4bb1a8, 0xffff000008081c04], 288223046076133803
[0x4000000f4c70, 0xffff000008081c04], 288224878595662656
[0x4000000a4754, 0xffff000008081c04], 288224878595667796
[0xaaaaab4bd800, 0xffff000008081c04], 288223046076133649
[0xaaaaab4bd800, 0xffff000008081c04], 288223046076133649
[0xaaaaab4c3b88, 0xffff000008081c04], 288223046076133251
[0xaaaaab4c3adc, 0xffff000008081c04], 288223046076133254
[0xaaaaab4c327c, 0xffff000008081c04], 288223046076133288
[0xaaaaab4c3b88, 0xffff000008081c04], 288223046076133251
[0xaaaaab4c3adc, 0xffff000008081c04], 288223046076133254
[0x4000000a58f8, 0xffff000008081c04], 288224878595667726
[0xaaaaab4b7be8, 0xffff000008081c04], 288223046076134018
[0xaaaaab4b7be8, 0xffff000008081c04], 288223046076134018
[0x4000000a58f8, 0xffff000008081c04], 288224878595667726
[0xaaaaab504660, 0xffff000008081c04], 288223046076129112
[0xaaaaab49ab68, 0xffff000008081c04], 288223046076135876
[0xaaaaab49ab08, 0xffff000008081c04], 288223046076135877
[0xaaaaab49ab00, 0xffff000008081c04], 288223046076135877
[0xaaaaab49ab68, 0xffff000008081c04], 288223046076135876
[0xaaaaab49aebc, 0xffff000008081c04], 288223046076135863
[0xaaaaab39be38, 0xffff000008081c04], 288223046076152185
[0xaaaaab49ab68, 0xffff000008081c04], 288223046076135876
[0x4000000a58f8, 0xffff000008081c04], 288224878595667726
[0xaaaaab375034, 0xffff000008081c04], 288223046076154673
[0xaaaaab49ab68, 0xffff000008081c04], 288223046076135876
[0xaaaaab49ab68, 0xffff000008081c04], 288223046076135876
[0xaaaaab4a2ea0, 0xffff000008081c04], 288223046076135351
[0xaaaaab49ab68, 0xffff000008081c04], 288223046076135876
[0xaaaaab49ab68, 0xffff000008081c04], 288223046076135876
