CMD:bin/cbp.man traces/web/web_20_trace.gz
 (TAGE 1217581)  (LOOP 3648)  (SC 197568) 
 (TOTAL 1418797 bits 173.192993 KB) 
 TAGE Low Bank Used: 6
 TAGE High Bank Used: 15
 (Hard Branch Table 4559)  (Correlation Table 108576)  (Load Value Correlated Predictor Top 40041) 
 (Load Value Correlated Predictor TOTAL 18.698242 KB) 
 (Hard Branch Table 4559)  (Correlation Table 108576)  (Load Value Correlated Predictor Top 40041) 
 (Load Value Correlated Predictor TOTAL 18.698242 KB) 
[0, 0x80002b70], 33554606
[0xaaaab1a789d0, 0xffff800080010c80], 288225245129172492
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeed8ff8, 0xffff800080010c00], 288223779124170226
[0xaaaaae305c90, 0xffff800080010c00], 288225245130080959
[0xaaaab21457b8, 0xffff800080010c00], 288225245129061075
[0xaaaaae305c90, 0xffff800080010c00], 288225245130080959
[0xaaaab21457b8, 0xffff800080010c00], 288225245129061075
[0xaaaaae305c90, 0xffff800080010c00], 288225245130080959
[0xaaaab21457b8, 0xffff800080010c00], 288225245129061075
[0xaaaaae305c90, 0xffff800080010c00], 288225245130080959
[0xaaaab21457b8, 0xffff800080010c00], 288225245129061075
[0xaaaaae305c90, 0xffff800080010c00], 288225245130080959
[0xaaaab21457b8, 0xffff800080010c00], 288225245129061075
[0xaaaab2313fa8, 0xffff800080010c80], 288225245129031477
[0xaaaab1c779b0, 0xffff800080010c00], 288225245129139787
[0xaaaab26c13a0, 0xffff800080010c00], 288225245128971235
[0xaaaab2141208, 0xffff800080010c00], 288225245129061353
[0xaaaab2ab7860, 0xffff800080010c00], 288225245128906320
[0xffffdeed90d0, 0xffff800080010c00], 288223779124170222
[0xffffdeed90d0, 0xffff800080010c00], 288223779124170222
[0xffffdeed90e0, 0xffff800080010c00], 288223779124170222
[0xaaaab1ddb1f4, 0xffff800080010c00], 288225245129117034
[0xffffdeed7e84, 0xffff800080010c00], 288223779124170295
[0xaaaab1c779b0, 0xffff800080010c00], 288225245129139787
[0xffffdeed7e7c, 0xffff800080010c00], 288223779124170296
[0xffffdeed9018, 0xffff800080010c00], 288223779124170225
[0xaaaab2068ce4, 0xffff800080010c00], 288225245129075198
[0xaaaaae305c90, 0xffff800080010c00], 288225245130080959
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdef27e10, 0xffff800080010c00], 288223779124165177
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdef27d30, 0xffff800080010c00], 288223779124165181
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdef25e98, 0xffff800080010c00], 288223779124165303
[0xffffdef25e98, 0xffff800080010c00], 288223779124165303
[0xffffdef25e98, 0xffff800080010c00], 288223779124165303
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdef27e10, 0xffff800080010c00], 288223779124165177
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdef27d30, 0xffff800080010c00], 288223779124165181
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdef25e98, 0xffff800080010c00], 288223779124165303
[0xffffdef25e98, 0xffff800080010c00], 288223779124165303
[0xffffdef25e98, 0xffff800080010c00], 288223779124165303
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdef21a40, 0xffff800080010c00], 288223779124165576
[0xffffdef21a40, 0xffff800080010c00], 288223779124165576
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xaaaab1c5e1cc, 0xffff800080010c00], 288225245129141418
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xaaaaae305c90, 0xffff800080010c00], 288225245130080959
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
5000000 instrs 
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeed9018, 0xffff800080010c00], 288223779124170225
[0xaaaaae305c90, 0xffff800080010c00], 288225245130080959
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdef21dc0, 0xffff800080010c00], 288223779124165562
[0xffffdef21dc0, 0xffff800080010c00], 288223779124165562
[0xffffdef21dc0, 0xffff800080010c00], 288223779124165562
[0xffffdef21dc0, 0xffff800080010c00], 288223779124165562
[0xffffdef21dc0, 0xffff800080010c00], 288223779124165562
[0xffffdef21dc0, 0xffff800080010c00], 288223779124165562
[0xffffdef21dc0, 0xffff800080010c00], 288223779124165562
[0xffffdef21dc0, 0xffff800080010c00], 288223779124165562
[0xffffdef21dc0, 0xffff800080010c00], 288223779124165562
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xaaaaae305c90, 0xffff800080010c00], 288225245130080959
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xaaaab17c10d0, 0xffff800080010c00], 288225245129217006
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xaaaaae305c90, 0xffff800080010c00], 288225245130080959
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeed8fe4, 0xffff800080010c00], 288223779124170226
[0xaaaaae305c90, 0xffff800080010c00], 288225245130080959
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xaaaab20fc174, 0x80000d00], 288227444152320304
10000000 instrs 
[0xaaaaae305c90, 0xffff800080010c00], 288225245130080959
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdef21dc0, 0xffff800080010c00], 288223779124165562
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xaaaaae305c90, 0xffff800080010c00], 288225245130080959
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeed9018, 0xffff800080010c00], 288223779124170225
[0xaaaaae305c90, 0xffff800080010c00], 288225245130080959
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xaaaaae305c90, 0xffff800080010c00], 288225245130080959
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xaaaab2261248, 0xffff800080010c00], 288225245129042920
[0xaaaab2261248, 0xffff800080010c00], 288225245129042920
[0xaaaab2261248, 0xffff800080010c00], 288225245129042920
[0xaaaab2261248, 0xffff800080010c00], 288225245129042920
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xaaaab21457b8, 0xffff800080010c00], 288225245129061075
[0xaaaaae305c90, 0xffff800080010c00], 288225245130080959
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdef21dc0, 0xffff800080010c00], 288223779124165562
[0xffffdeeb9dd8, 0xffff800080010c00], 288223779124172218
[0xffffdeebbd24, 0xffff800080010c00], 288223779124172093
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeb9fe0, 0xffff800080010c00], 288223779124172210
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
[0xffffdeeba060, 0xffff800080010c00], 288223779124172208
